Jour et mois ;Annee;Achery;Rennes;LA ROCHE SUR YON;DAX;PEYREHORADE;SAINT-MARTIN-DE-HINX;ANCENIS;NANTES-BOUGUEIS;MONTOIR/ST ZAIRE;NORT SUR ERDRE;DERVAL;LA CHAPELLE-SAINT-SAUVEUR;ANGERS;SAUMUR;CONDE SUR VIRE;SAINT-HILAIRE DU HARCOUET;MAYENNE;ARGENTRE;ETRONNIER AERODROME DE LAVAL;CHATEAU-GONTIER;LORIENT -QUEVEN
1312;2000;236.4573;241.0318;243.2173;270.3343;267.3972;264.7994;252.0914;252.135;248.4347;243.36;241.0318;245.014;252.4076;259.8727;224.7592;233.596;232.753;239.5557;252.0914;242.3383;251.9848
1412;2000;237.313;241.909;244.096;271.299;268.353;265.744;253.005;253.064;249.361;244.249;241.909;245.905;253.328;260.817;225.564;234.439;233.596;240.426;253.005;243.217;252.909
1512;2000;238.1687;242.7862;244.9747;272.2637;269.3088;266.6886;253.9186;253.993;250.2873;245.138;242.7862;246.796;254.2484;261.7613;226.3688;235.282;234.439;241.2963;253.9186;244.0957;253.8332
1612;2000;239.0244;243.6634;245.8534;273.2284;270.2646;267.6332;254.8322;254.922;251.2136;246.027;243.6634;247.687;255.1688;262.7056;227.1736;236.125;235.282;242.1666;254.8322;244.9744;254.7574
1712;2000;239.8801;244.5406;246.7321;274.1931;271.2204;268.5778;255.7458;255.851;252.1399;246.916;244.5406;248.578;256.0892;263.6499;227.9784;236.968;236.125;243.0369;255.7458;245.8531;255.6816
1812;2000;240.7358;245.4178;247.6108;275.1578;272.1762;269.5224;256.6594;256.78;253.0662;247.805;245.4178;249.469;257.0096;264.5942;228.7832;237.811;236.968;243.9072;256.6594;246.7318;256.6058
1912;2000;241.5915;246.295;248.4895;276.1225;273.132;270.467;257.573;257.709;253.9925;248.694;246.295;250.36;257.93;265.5385;229.588;238.654;237.811;244.7775;257.573;247.6105;257.53
2012;2000;242.4472;247.1722;249.3682;277.0872;274.0878;271.4116;258.4866;258.638;254.9188;249.583;247.1722;251.251;258.8504;266.4828;230.3928;239.497;238.654;245.6478;258.4866;248.4892;258.4542
2112;2000;243.3029;248.0494;250.2469;278.0519;275.0436;272.3562;259.4002;259.567;255.8451;250.472;248.0494;252.142;259.7708;267.4271;231.1976;240.34;239.497;246.5181;259.4002;249.3679;259.3784
2212;2000;244.1586;248.9266;251.1256;279.0166;275.9994;273.3008;260.3138;260.496;256.7714;251.361;248.9266;253.033;260.6912;268.3714;232.0024;241.183;240.34;247.3884;260.3138;250.2466;260.3026
2312;2000;245.0143;249.8038;252.0043;279.9813;276.9552;274.2454;261.2274;261.425;257.6977;252.25;249.8038;253.924;261.6116;269.3157;232.8072;242.026;241.183;248.2587;261.2274;251.1253;261.2268
2412;2000;245.87;250.681;252.883;280.946;277.911;275.19;262.141;262.354;258.624;253.139;250.681;254.815;262.532;270.26;233.612;242.869;242.026;249.129;262.141;252.004;262.151
2512;2000;246.7257;251.5582;253.7617;281.9107;278.8668;276.1346;263.0546;263.283;259.5503;254.028;251.5582;255.706;263.4524;271.2043;234.4168;243.712;242.869;249.9993;263.0546;252.8827;263.0752
2612;2000;247.5814;252.4354;254.6404;282.8754;279.8226;277.0792;263.9682;264.212;260.4766;254.917;252.4354;256.597;264.3728;272.1486;235.2216;244.555;243.712;250.8696;263.9682;253.7614;263.9994
2712;2000;248.4371;253.3126;255.5191;283.8401;280.7784;278.0238;264.8818;265.141;261.4029;255.806;253.3126;257.488;265.2932;273.0929;236.0264;245.398;244.555;251.7399;264.8818;254.6401;264.9236
2812;2000;249.2928;254.1898;256.3978;284.8048;281.7342;278.9684;265.7954;266.07;262.3292;256.695;254.1898;258.379;266.2136;274.0372;236.8312;246.241;245.398;252.6102;265.7954;255.5188;265.8478
2912;2000;250.1485;255.067;257.2765;285.7695;282.69;279.913;266.709;266.999;263.2555;257.584;255.067;259.27;267.134;274.9815;237.636;247.084;246.241;253.4805;266.709;256.3975;266.772
3012;2000;;;;;;;;;;;;;;;;;;;;;
3112;2000;;;;;;;;;;;;;;;;;;;;;
